Date,stock,oil,bond,dollar,gold
2023-06-06,4283.85,72.01,114.53125,104.129,1963.52
2023-06-07,4267.52,72.65,113.578125,104.116,1940.02
2023-06-08,4293.93,71.44,114.171875,103.319,1965.46
2023-06-09,4298.86,70.99,113.890625,103.553,1961.19
2023-06-12,4338.93,68.22,113.96875,103.628,1957.84
2023-06-13,4369.01,70.18,113.328125,103.303,1943.74
2023-06-14,4372.59,69.63,113.46875,103.018,1942.52
2023-06-15,4425.84,71.55,113.96875,102.133,1958.01
2023-06-16,4409.59,72.14,113.546875,102.299,1957.98
2023-06-19,,72.02,,102.476,1950.48
2023-06-20,4388.71,71.35,113.8125,102.521,1936.42
2023-06-21,4365.69,72.87,113.765625,102.079,1932.55
2023-06-22,4381.89,70.22,113.21875,102.404,1914.01
2023-06-23,4348.33,70.42,113.5625,102.867,1921.2
2023-06-26,4328.82,70.37,113.703125,102.754,1923.26
2023-06-27,4378.41,68.76,113.34375,102.498,1913.69
2023-06-28,4376.86,69.6,113.71875,102.97,1907.32
2023-06-29,4396.44,70.3,112.671875,103.365,1908.2
2023-06-30,4450.38,70.86,112.5625,102.921,1919.35
2023-07-03,4455.59,70.65,112.40625,102.97,1921.64
2023-07-04,,71.74,,103.104,1925.48
2023-07-05,4446.82,72.13,111.875,103.334,1915.3
2023-07-06,4411.59,72.11,111.171875,103.112,1910.9
2023-07-07,4398.95,73.67,110.984375,102.266,1925.05
2023-07-10,4409.53,73.31,111.65625,101.955,1925.35
2023-07-11,4439.26,74.79,111.765625,101.656,1932.23
2023-07-12,4472.16,75.59,112.71875,100.561,1957.35
2023-07-13,4510.04,76.85,113.46875,99.761,1960.51
2023-07-14,4505.42,75.05,112.921875,99.96,1955.21
2023-07-17,4522.79,74.04,113.09375,99.883,1955.04
2023-07-18,4554.98,75.23,113.1875,99.932,1978.72
2023-07-19,4565.72,74.96,113.40625,100.284,1976.64
2023-07-20,4534.87,75.04,112.59375,100.79,1969.53
2023-07-21,4536.34,76.24,112.703125,101.085,1961.94
2023-07-24,4554.64,77.99,112.375,101.383,1954.73
2023-07-25,4567.46,78.41,112.234375,101.271,1964.96
2023-07-26,4566.75,78.18,112.421875,101.021,1972.07
2023-07-27,4537.41,79.04,111.546875,101.705,1946.0
2023-07-28,4582.23,79.87,111.90625,101.701,1959.49
2023-07-31,4588.96,80.64,111.84375,101.865,1965.09
2023-08-01,4576.73,81.06,111.5625,101.967,1944.29
2023-08-02,4513.39,78.89,111.265625,102.596,1934.45
2023-08-03,4501.89,80.66,110.75,102.472,1934.06
2023-08-04,4478.03,81.51,111.765625,102.009,1942.91
2023-08-07,4518.44,81.28,111.46875,102.074,1936.56
2023-08-08,4499.38,81.54,111.890625,102.542,1925.24
2023-08-09,4467.71,82.79,111.828125,102.48,1914.46
2023-08-10,4468.83,81.68,111.15625,102.624,1912.48
2023-08-11,4464.05,82.06,110.703125,102.853,1913.76
2023-08-14,4489.72,81.58,110.390625,103.168,1907.1
2023-08-15,4437.86,80.5,110.296875,103.206,1902.0
2023-08-16,4404.33,78.88,110.03125,103.423,1891.81
2023-08-17,4370.36,79.38,109.953125,103.421,1889.43
2023-08-18,4369.71,80.26,110.078125,103.433,1889.31
2023-08-21,4399.77,80.03,109.515625,103.324,1894.93
2023-08-22,4387.55,79.37,109.484375,103.606,1897.48
2023-08-23,4436.01,78.59,110.3125,103.36,1915.48
2023-08-24,4376.31,78.75,110.015625,103.991,1916.91
2023-08-25,4405.71,80.28,109.890625,104.187,1914.96
2023-08-28,4433.31,79.87,110.140625,103.977,1920.17
2023-08-29,4497.63,80.92,110.796875,103.449,1937.54
2023-08-30,4514.87,81.34,110.859375,103.147,1942.32
2023-08-31,4507.66,82.15,110.921875,103.629,1940.19
2023-09-01,4515.77,84.2,110.53125,104.264,1940.06
2023-09-04,,84.21,,104.103,1942.69
2023-09-05,4496.83,85.21,109.984375,104.781,1926.12
2023-09-06,4465.48,85.76,109.796875,104.834,1916.56
2023-09-07,4451.14,84.93,110.046875,105.045,1919.68
2023-09-08,4457.49,85.58,109.859375,105.056,1919.08
2023-09-11,4487.46,85.74,109.75,104.525,1922.3
2023-09-12,4461.9,87.02,109.734375,104.541,1913.67
2023-09-13,4467.44,87.23,109.984375,104.753,1908.12
2023-09-14,4505.1,89.08,109.75,105.348,1910.79
2023-09-15,4450.32,89.2,109.4375,105.331,1923.91
2023-09-18,4453.53,89.48,109.578125,105.076,1933.84
2023-09-19,4443.95,89.32,109.171875,105.133,1931.36
2023-09-20,4402.2,88.19,108.75,105.328,1930.3
2023-09-21,4330.0,88.23,108.34375,105.376,1920.02
2023-09-22,4320.06,88.78,108.71875,105.582,1925.23
2023-09-25,4337.44,88.39,108.203125,105.951,1915.92
2023-09-26,4273.53,89.01,108.234375,106.161,1900.65
2023-09-27,4274.51,91.51,107.703125,106.657,1875.12
2023-09-28,4299.7,90.02,107.96875,106.127,1864.87
2023-09-29,4288.05,90.21,108.03125,106.174,1848.63
2023-10-02,4288.39,88.62,107.359375,107.031,1828.03
2023-10-03,4229.45,89.22,106.671875,107.078,1823.02
2023-10-04,4263.75,84.32,107.09375,106.774,1821.36
2023-10-05,4258.19,82.45,107.265625,106.343,1820.3
2023-10-06,4308.5,82.69,106.75,106.101,1833.01
2023-10-09,4335.66,86.43,107.84375,106.062,1861.41
2023-10-10,4358.24,85.91,107.71875,105.77,1860.4
2023-10-11,4376.95,83.78,108.140625,105.723,1874.36
2023-10-12,4349.61,84.48,107.3125,106.57,1868.9
2023-10-13,4327.78,88.93,107.765625,106.672,1932.82
2023-10-16,4373.63,88.3,107.203125,106.21,1920.2
2023-10-17,4373.2,89.04,106.25,106.199,1923.18
2023-10-18,4314.6,89.53,105.796875,106.551,1947.55
2023-10-19,4278.0,91.13,105.4375,106.238,1974.46
2023-10-20,4224.16,90.61,106.0,106.163,1981.4
2023-10-23,4217.04,88.64,106.390625,105.588,1972.85
2023-10-24,4247.68,86.27,106.390625,106.269,1970.97
2023-10-25,4186.77,88.27,105.640625,106.555,1979.72
2023-10-26,4137.23,86.34,106.328125,106.595,1984.71
2023-10-27,4117.37,88.58,106.46875,106.581,2006.37
2023-10-30,4166.82,86.1,106.09375,106.14,1996.1
2023-10-31,4193.8,85.62,105.875,106.703,1983.88
2023-11-01,4237.86,84.9,107.203125,106.629,1982.53
2023-11-02,4317.78,86.96,107.5,106.153,1985.78
2023-11-03,4358.34,85.23,108.25,105.069,1992.65
2023-11-06,4365.98,85.21,107.703125,105.26,1978.14
2023-11-07,4378.38,81.41,108.125,105.52,1969.45
2023-11-08,4382.78,79.71,108.4375,105.531,1950.2
2023-11-09,4347.35,79.87,107.515625,105.918,1958.55
2023-11-10,4415.24,81.7,107.28125,105.801,1940.2
2023-11-13,4411.55,82.7,107.390625,105.658,1946.92
2023-11-14,4495.7,82.37,108.8125,104.058,1964.29
2023-11-15,4502.88,81.07,108.25,104.377,1959.85
2023-11-16,4508.24,77.45,108.875,104.372,1980.9
2023-11-17,4514.02,80.62,108.765625,103.815,1980.82
2023-11-20,4547.38,82.03,108.84375,103.454,1978.07
2023-11-21,,81.81,108.984375,103.319,1991.56
